,interview_weight_2yr,weight_kg,standing_height_cm,bmi,bmi_category_child,upper_leg_length_cm,upper_arm_length_cm,arm_circ_cm,waist_circ_cm,grip_exam_status,grip_pain_in_hands_30d,grip_difficulty_grasp_objects,grip_difficulty_reach_above_head,grip_months_since_hand_surgery,grip_90deg_arm_possible,grip_seat_adjusted,grip_preferred_hand,grip_start_testing_hand,grip_hand1_trial1_kg,grip_hand1_trial1_effort,grip_hand2_trial1_kg,grip_hand2_trial1_effort,grip_hand1_trial2_kg,grip_hand1_trial2_effort,grip_hand2_trial2_kg,grip_hand2_trial2_effort,grip_hand1_trial3_kg,grip_hand1_trial3_effort,grip_hand2_trial3_kg,grip_hand2_trial3_effort,grip_dynamometer_size,diet_day1_weight,diet_2day_weight,sub_fasting_weight,sub_h_weight_a,cs_problem_caused_weight_gain,ec_birth_weight_lb,fs_hh_weight_loss_food_12mo,mc_overweight_told_ever,mc_told_control_weight_past_12mo,mc_currently_controlling_weight,osteo_hip_fracture_ever,osteo_mother_hip_fracture,osteo_father_hip_fracture,wh_height_in,wh_weight_current_lb,wh_weight_self_perception,wh_trying_change_weight,wh_weight_year_ago_lb,wh_trying_lose_weight_year,wh_weight_10yr_ago_lb,wh_weight_age_25_lb
grip_hand2_trial2_effort,-0.03389612146566107,-0.02924084584023642,-0.04391993517936107,-0.009271779724589728,0.016742613114734246,-0.03587353215994401,-0.035204992090022834,-0.02693593384541413,-0.01599867823927449,-0.002919818725164331,-0.034799110471780054,-0.004607685023569171,0.00978203575482142,-0.00556680586317238,0.051346829573325,0.04967215673054252,0.003583958565550456,-0.003583958565550456,-0.06430894151820275,0.13593988313565322,-0.0685891347075424,0.1996828924239499,-0.06609173461369958,0.21949572059678504,-0.10589473562660433,1.0,-0.0627901074658087,0.15648260131719782,-0.07479555448817335,0.1854901847847456,-0.07042778068819663,-0.027295854458770998,-0.028574228754437467,-0.028361774980131337,-0.02390089483278899,0.018143956907473308,0.012336922482011308,0.06295724859845175,-0.010736228480675535,-0.0027151018394214604,0.03991603810109643,-0.049319494179712924,0.02226559774418786,0.017305147118210937,0.06579874343524117,-0.00986965930744654,-0.004665787739070142,-0.00887556255902463,-0.012345403161724243,0.004375788808559423,0.02192696553259766,0.03093364871952726
grip_hand1_trial3_kg,0.24043817915688576,0.6168590956126109,0.7939493473461708,0.35915673385921015,0.1552255085604055,0.6524111500513582,0.739242788727706,0.5872076589636784,0.4573575312036062,-0.01849970532255468,0.08213138383893531,-0.0005154255476660804,0.0030008155631648845,0.03415068397770882,-0.0536094016454513,-0.1916348037453315,0.08460122462654004,-0.08363540444093757,0.9553867179670783,-0.05640683804223487,0.9290481101856296,-0.05986937048694037,0.9764192884437646,-0.07420922326157017,0.9381217204116551,-0.0627901074658087,1.0,-0.11292606558604827,0.9408900369294771,-0.06335961996565456,0.980266272505459,0.20247625705149666,0.13157464653206344,0.13420617702101076,0.3790616809544733,0.024558418272612324,0.04007456307512016,0.011882029011683923,0.03883626930770136,0.038911655735460494,-0.0034453837624894494,0.08821909122015799,-0.01840947549561616,-0.025141698502254603,-0.03550420325281193,-0.013603803802382623,0.04411166918308208,-0.030744646464170276,-0.027773456684772872,0.024930707603201072,-0.045515945120164665,-0.021428794495896623
grip_hand1_trial3_effort,-0.032267888304847336,-0.013372047259749368,-0.04960850475931139,0.009234788074472897,0.035504846334295175,-0.03254969415408849,-0.03717734555661573,-0.00950966764153664,-0.00039270248717681114,-0.0062045871942086545,-0.013790143057647372,-0.01687708004871461,-0.025231954423940398,-0.0032705603478038582,0.041407978456306366,0.012707468473624382,-0.012074600558987458,0.014250689128438784,-0.0675401565977354,0.0899444922423248,-0.06590090389121063,0.09677513874044538,-0.07619914335038082,0.1817764471062989,-0.07233074383890223,0.15648260131719782,-0.11292606558604827,1.0,-0.07895256044165153,0.2538143412228894,-0.07446519445132167,-0.02648770262147859,-0.025461734251445024,-0.026607061390490575,-0.03769699910264083,-0.021890893094022833,-0.026975904244149432,-0.010325139792340282,-0.01323775082980595,-0.0012890332252220623,0.04100261836504557,-0.04501189827331664,-0.00812757747170691,0.015802010841857565,-0.010200491275895826,0.008971732312247542,-0.003786343027718786,-0.011023014687953116,0.002239074572829767,0.008862961709006325,0.002102584571232618,-0.020513569821258286
grip_hand2_trial3_kg,0.2427856402542445,0.6195681852069105,0.7937500108405491,0.36295267631938277,0.1553579453082163,0.655876320344545,0.7423232538984323,0.5917843057642672,0.459250312151855,-0.01961332382869167,0.08400828433694613,-0.003342862943238345,-0.0011370394921049252,0.035514793450439966,-0.05578904083447551,-0.1838631124432084,-0.05058008690907885,0.05058008690907885,0.9158264050857462,-0.043598585846481186,0.9671443528091622,-0.07424699256172072,0.9334630262601683,-0.06153268951251645,0.9793176823058499,-0.07479555448817335,0.9408900369294771,-0.07895256044165153,1.0,-0.10274411147966389,0.9797049814837199,0.20772216414346364,0.13598307245391592,0.129574051647018,0.37493843121745535,0.03284188370670663,0.03897692235685904,0.010723282796161554,0.02942178252515944,0.03497273979650039,-0.0015189148259440793,0.10383221564058157,-0.027823303270454944,-0.02969013731731899,-0.03822346549374468,-0.008696247764427633,0.047419217165726946,-0.025483666598371413,-0.019466329350109116,0.03916188979961649,-0.03549573361958797,-0.019647583264670185
grip_hand2_trial3_effort,-0.035910645559535666,-0.043477442798619696,-0.0667001831258336,-0.02125576835312715,0.001862848245051517,-0.0457927880793445,-0.06034749846839063,-0.0388380696392462,-0.03085221171131061,-0.003040297939301596,-0.019223833883005303,0.007468150144235561,-0.016490039144541783,-0.005717621590949534,0.04344614498336454,0.009779092614028649,0.025639792882097487,-0.025639792882097487,-0.05290034693348247,0.07959820592417463,-0.06479887562428317,0.13254423104457055,-0.053632359203303503,0.1435781788009377,-0.06806245193643608,0.1854901847847456,-0.06335961996565456,0.2538143412228894,-0.10274411147966389,1.0,-0.0643223353181812,-0.03864652554916103,-0.031037187744221626,-0.008689031496519777,-0.04036454989476244,0.014796442870957828,0.002242646981512111,0.056495308661748914,0.004410149823220342,0.011860911971436978,0.0012452787849291556,-0.05662747664895558,0.012070172140633816,0.02270686719758264,0.030575124547711365,0.011008758892982766,-0.0018902004172093726,-0.008824357622009624,0.01659850104489149,-0.0006239562329764899,0.001256330598067334,0.017453441715540592
grip_dynamometer_size,0.243844628806278,0.6344434358545984,0.8124696754271367,0.3708594930093306,0.16645925276081247,0.6753762174788417,0.7574489389202882,0.6037232474920919,0.46969835907980323,,0.08588203103836314,-0.0007065592353463336,-0.000534994873349338,0.038104356196051785,-0.058433755828891216,-0.18995988737768935,0.019511768519335712,-0.019511768519335712,0.9596561263413562,-0.05219526228837608,0.9708809373598479,-0.07005340718710878,0.9758898746265622,-0.0632956638671083,0.978885903375753,-0.07042778068819663,0.980266272505459,-0.07446519445132167,0.9797049814837199,-0.0643223353181812,1.0,0.20816223324426855,0.13573861796608133,0.12974402165816373,0.38008797628931745,0.03284714656733364,0.0414635449726011,0.00800675998134714,0.03584638905423232,0.03808763216547589,-0.0005333054173247449,0.09750597675692323,-0.02945812563689442,-0.027505396606291265,-0.039122931329462526,-0.007633470381425501,0.04846882641100517,-0.03236143486385001,-0.020016541506153285,0.032043422468451446,-0.040027422735754506,-0.016042992588205532
diet_day1_weight,0.7666964892070338,0.26662627379658915,0.24934306537206052,0.1651773849192024,-0.006562077664314543,0.12818247740772964,0.2723789790563474,0.25252736362515293,0.21724436458240823,-0.12721348490824105,-0.0067741213464299985,-0.041854005309957414,-0.04070441124539721,-0.010708801588098641,-0.0060848775181452696,-0.058859831578421416,0.026377549921154698,-0.0283368235025824,0.20442219965786723,-0.04128790096350468,0.2047249598629209,-0.031035254576247614,0.2055054733729833,-0.025542370857246092,0.20589569239574623,-0.027295854458770998,0.20247625705149666,-0.02648770262147859,0.20772216414346364,-0.03864652554916103,0.20816223324426855,1.0,0.715492234380538,0.6959781104032777,0.7270636189849546,-0.17818345993850754,-0.009386079259691291,0.02453328967736685,-0.06046513451689796,-0.016429255960781243,-0.017131057019117716,0.02237554834490239,-0.04598311315449251,-0.05460698449280638,-0.04263915768936446,-0.0130795961910532,-0.07242883477122221,-0.04066070071538265,-0.020583547496429704,-0.06296646511799397,-0.058974364703134254,-0.08084729508609695
diet_2day_weight,0.578240826939877,0.18940124063104635,0.16218106244187772,0.1114484397867592,-0.003137250581355023,0.07969942506103204,0.18688352468085342,0.17464891446731318,0.14604252762268163,-0.03622147993377698,-0.0025440230316492356,-0.019027680869938748,-0.014026246110083433,0.0006525748587809949,0.0013266368899064432,-0.04136544426553667,0.013671989989183382,-0.016167328636683652,0.13654128829151363,-0.04002581441696606,0.13585843459377936,-0.024080718914074373,0.13408398876843805,-0.010738045720745536,0.13689933726998277,-0.028574228754437467,0.13157464653206344,-0.025461734251445024,0.13598307245391592,-0.031037187744221626,0.13573861796608133,0.715492234380538,1.0,0.48284436400412417,0.5553257083987589,-0.11975821339750467,-0.021489525993213503,0.03385521954842086,-0.03205576401478973,0.0007146634491205681,-0.014112941704236196,0.022169757776546055,-0.026440983106648226,-0.020107737271747434,-0.030694744340822065,-0.026245579130286703,-0.05086942697378782,-0.03127920197482542,-0.012421404107953471,-0.042451237030097684,-0.04428928867860413,-0.05880247522145322
sub_fasting_weight,0.8701693227699234,0.14241218067308684,0.1643251122277982,0.08256892635842103,-0.010430030569685958,0.07946747367912488,0.13944720024513113,0.11598544050694123,0.11417748026273944,-0.13486744876785534,-0.006088011901178744,-0.006150269177938807,-0.00543569795575196,-0.03480348763986209,-0.003384104326210919,-0.044631906760753716,0.012333764574591835,-0.01628648128942325,0.13571072105482845,-0.054376756713899334,0.13309390999936987,-0.03308948688118567,0.13039511186279817,-0.03816185577744803,0.13183518564460725,-0.028361774980131337,0.13420617702101076,-0.026607061390490575,0.129574051647018,-0.008689031496519777,0.12974402165816373,0.6959781104032777,0.48284436400412417,1.0,0.8963661879804768,-0.12865133185645955,0.05591796568811918,-0.039296326783766766,-0.04276435786026002,0.002518278870503825,-0.011313853438993141,0.019830512841792793,-0.010133056282590633,-0.02478091411955279,-0.019437159464994393,-0.004323515059595675,-0.0782382899922338,-0.02982336059489532,-0.013159795349413403,-0.07520125481921704,-0.03958071023109393,-0.08479979899932831
sub_h_weight_a,0.951510528448746,0.4600206464103074,0.4571363076144453,0.34252470971166193,0.01019777066797949,0.25665369676931865,0.4630175446228359,0.44536553638174997,0.4193443370276926,-0.06036766057909573,-0.016940781761202606,-0.08533681712009188,-0.0656045997559726,-0.027522186881900012,-0.022415121743572394,-0.08013497288415458,0.02436448735764025,-0.027560737473731126,0.3769838770796913,-0.05625195006631188,0.37224960064732876,-0.024120885166233952,0.37583849428436694,-0.033619694193390635,0.37917522694587585,-0.02390089483278899,0.3790616809544733,-0.03769699910264083,0.37493843121745535,-0.04036454989476244,0.38008797628931745,0.7270636189849546,0.5553257083987589,0.8963661879804768,1.0,-0.17195014010514476,0.033186361824125384,0.08279611609180244,-0.0578667081395947,-0.004553106998032203,-0.012061548854684271,0.03622670766407196,-0.03869646889393397,-0.05708635711436096,-0.061370319345329306,-0.02355342547513128,-0.07810167909186563,-0.03225314250954837,-0.04054411010448582,-0.05811953484143191,-0.05285038613743207,-0.09004441485228906
cs_problem_caused_weight_gain,-0.17844327388527823,-0.10037142920779042,0.004655614724047511,-0.11815274717794162,,0.0075888375501301075,-0.016862816024243023,-0.09505790031132269,-0.09552556856121162,0.07817891123044265,0.011487882778849622,0.07035806323757064,0.07262869413497751,-0.01777156980834781,0.020741916016411708,0.03948149316905454,0.0225315707405707,-0.0142675146853636,0.023313282667103547,-0.005311940367770829,0.033806704037775005,0.007001126753183705,0.024269119602622968,-0.007881288935749959,0.03678100478720446,0.018143956907473308,0.024558418272612324,-0.021890893094022833,0.03284188370670663,0.014796442870957828,0.03284714656733364,-0.17818345993850754,-0.11975821339750467,-0.12865133185645955,-0.17195014010514476,1.0,,0.04759396860707519,0.12183328684936438,0.07347888967658765,0.05464645447675098,-0.005325153289658509,0.04930098882070222,0.06279888994786036,0.03000475779150632,-0.004211209906067191,0.10447971448722494,0.08020614394229279,0.006433097923616958,0.10173133443675612,0.06298850980199056,0.07170996729292707
ec_birth_weight_lb,0.01672163132977055,0.05524010043354684,0.06441639214536887,-0.005844239117420872,-0.020847560588770436,-0.00739472140759868,0.08040774493932142,0.04243997146913857,0.015238864261110503,-0.028322937182125276,,-0.009154361035186926,-0.010234876641359096,-0.0313223638374845,-0.015376046624535306,,-0.024802738244369814,0.024200228886843467,0.03305220705380963,0.018534802493661743,0.047145779775686784,0.005820040513206316,0.03501935343953188,0.018932829843451286,0.043462213346152107,0.012336922482011308,0.04007456307512016,-0.026975904244149432,0.03897692235685904,0.002242646981512111,0.0414635449726011,-0.009386079259691291,-0.021489525993213503,0.05591796568811918,0.033186361824125384,,1.0,0.01073842243811771,,,,,,,,,,,,,,
fs_hh_weight_loss_food_12mo,0.06184986622619142,0.02358767044715651,0.016900566303069117,0.02678870304835162,0.023398231102500323,0.014324840774322934,0.015061781549705137,0.031835202424757514,0.03286647306231254,-0.05081683949169605,-0.07960766259823304,0.029564075954472146,0.026562598595045842,-0.018080631355538654,0.009031511704785684,0.02406228408116348,0.008482470244294871,-0.007332311985857302,0.018326724639277706,0.013505003560433212,0.00405820120450501,0.0045199005706053254,0.010552836269994087,0.015284633449272902,0.004198376471672536,0.06295724859845175,0.011882029011683923,-0.010325139792340282,0.010723282796161554,0.056495308661748914,0.00800675998134714,0.02453328967736685,0.03385521954842086,-0.039296326783766766,0.08279611609180244,0.04759396860707519,0.01073842243811771,1.0,0.005055405706730312,-0.016815552369823523,0.020006170209667627,-0.054179937320818966,0.05303436044162674,-0.013342430328550085,0.038775834991917994,0.0791622834175745,0.020618033049860828,0.0006185748055090057,0.05425871298642089,-0.004506436965653747,0.15112630051912695,0.08663100255575922
mc_overweight_told_ever,-0.05513334769842008,-0.4974408701749563,0.04780551405306053,-0.5750858887480965,-0.5432483281863748,0.0960702984602303,-0.11669479825920863,-0.49857518422671554,-0.5421910532696386,0.012633857895777532,0.04806897231691783,0.09370172188543824,0.07136137203410199,0.007084764638271897,-0.009780697622474644,-0.05513015677927148,0.002383949000370111,-0.005688676686789088,0.0405333883950489,-0.009668614865246903,0.03176521490679663,0.0035362402285800867,0.03827527655677844,-0.032433799688992924,0.035088846190987295,-0.010736228480675535,0.03883626930770136,-0.01323775082980595,0.02942178252515944,0.004410149823220342,0.03584638905423232,-0.06046513451689796,-0.03205576401478973,-0.04276435786026002,-0.0578667081395947,0.12183328684936438,,0.005055405706730312,1.0,0.5657486846992522,0.2149578894402565,0.12215800504117943,0.022098876026895916,0.01683237673076882,0.01977112477682409,-0.011724956176266618,0.4743794965065019,0.17230805475859393,-0.004777021940387044,0.3104771647900426,0.0450199611978575,0.0683759943415118
mc_told_control_weight_past_12mo,-0.00656491700299178,-0.41557036478156706,0.03875248126332192,-0.48018524096456927,-0.4571686205949508,0.10017780566489436,-0.10003756000449929,-0.414087981038123,-0.45731117626900364,0.0013703444820782006,0.009460277378073922,0.0840389169455039,0.07651683286834055,0.009336593398571532,-0.0012068057303115903,-0.0748672225833069,0.003587431778597695,-0.003218900910551727,0.0461196703917488,-0.03397832753226354,0.04374343050388148,-0.013112417880131393,0.03730318376678955,-0.022409731372582134,0.03879999189065472,-0.0027151018394214604,0.038911655735460494,-0.0012890332252220623,0.03497273979650039,0.011860911971436978,0.03808763216547589,-0.016429255960781243,0.0007146634491205681,0.002518278870503825,-0.004553106998032203,0.07347888967658765,,-0.016815552369823523,0.5657486846992522,1.0,0.22874504530142983,-0.012266868911044932,0.01470720039854833,0.021341528345340102,0.01256821058047089,-0.013328136712075321,0.3811869044186647,0.12949257342608986,-0.020197381695467902,0.2729509243454221,0.00923031104051944,0.0030500487748701902
mc_currently_controlling_weight,-0.017405087552203335,-0.19256311804642495,0.01067155864884543,-0.21381775598825525,-0.27830785707341926,0.020855999357946103,-0.061615696800798675,-0.2123136010828165,-0.2038602707513877,-0.001287982360417759,0.008855490121131163,0.018646870089046495,0.024186391786997923,-0.00035434937696480643,0.015272900460752224,-0.0050696081567625515,0.002296778937478479,-0.006998844694111707,0.006694526556547825,-0.004903860999381612,0.004938794863447447,0.008083187626071124,-0.0004518432042612873,0.04167598400668799,0.0015442901133526387,0.03991603810109643,-0.0034453837624894494,0.04100261836504557,-0.0015189148259440793,0.0012452787849291556,-0.0005333054173247449,-0.017131057019117716,-0.014112941704236196,-0.011313853438993141,-0.012061548854684271,0.05464645447675098,,0.020006170209667627,0.2149578894402565,0.22874504530142983,1.0,-0.04040370100834945,0.01922737462596626,0.029025020615639854,0.009359182743254982,0.0165762897988416,0.19792029148009632,0.08113727855809516,0.033420627840223,0.3147866107034606,0.059589544803286244,0.08197793345236284
osteo_hip_fracture_ever,0.022298147625855448,0.03731982063566051,0.053800790227496564,0.020218689046571866,,0.033491892109732205,0.030618893906120475,0.055078065394721744,0.0195217345684441,0.0014739850692972937,0.02084715364961191,0.036223288718912075,0.03135718345630578,0.0016911454998235372,-0.019059864801547394,-0.14873232166566905,-0.004784184620000475,0.000122703576487285,0.081586533855738,-0.028488219895792,0.095207186818267,-0.03283762622942745,0.08443091712029602,-0.07082433833003678,0.09720466613104686,-0.049319494179712924,0.08821909122015799,-0.04501189827331664,0.10383221564058157,-0.05662747664895558,0.09750597675692323,0.02237554834490239,0.022169757776546055,0.019830512841792793,0.03622670766407196,-0.005325153289658509,,-0.054179937320818966,0.12215800504117943,-0.012266868911044932,-0.04040370100834945,1.0,0.02266390089669868,0.010333515126988128,-0.014534095301141537,-0.016768178446441667,-0.007131888325942782,0.013303629012610564,-0.030299331855305523,-0.0029017924600151382,0.03817483292607455,0.03013970046353836
osteo_mother_hip_fracture,-0.03547831784677256,0.0065896012533483185,-0.02173137333813874,0.025384570955154343,,-0.025801556955917977,-0.0019099097796502402,0.012105191667418969,0.024329188095951353,0.05282817819240568,-0.02388068052594728,0.018431774454146826,0.036068140305368014,0.008771915379302973,-0.0013547050686145354,0.035867562635259,0.002453513863972208,-0.0025873509566830947,-0.021062851307811055,-0.008649089032086794,-0.030862578866358105,-0.012667668099029963,-0.022074813884985552,0.02589995142613781,-0.03177736402245268,0.02226559774418786,-0.01840947549561616,-0.00812757747170691,-0.027823303270454944,0.012070172140633816,-0.02945812563689442,-0.04598311315449251,-0.026440983106648226,-0.010133056282590633,-0.03869646889393397,0.04930098882070222,,0.05303436044162674,0.022098876026895916,0.01470720039854833,0.01922737462596626,0.02266390089669868,1.0,0.6282627120099141,0.016355529250064477,0.043010521669203314,0.0018249282826291607,0.005970164816699058,0.038119036484004984,0.007809677816353327,0.07165445169366932,0.09848516370869763
osteo_father_hip_fracture,-0.04621054452250706,0.00929567236171255,-0.010614185691266481,0.019141295971371267,,-0.010478999427909782,0.0060245273533640585,-0.0028773071254577978,0.02381073772996366,0.047607256888025896,-0.03133341216215134,0.03824557744852539,0.038128760178713195,0.026208870558275203,-0.006668748787159434,0.03597111874834273,-0.0035836578356990456,-0.001588052953732335,-0.023874633541145125,0.003762596626013782,-0.027104775077884842,9.888279436369497e-05,-0.02478465150367342,0.05438029488931088,-0.02986857062726326,0.017305147118210937,-0.025141698502254603,0.015802010841857565,-0.02969013731731899,0.02270686719758264,-0.027505396606291265,-0.05460698449280638,-0.020107737271747434,-0.02478091411955279,-0.05708635711436096,0.06279888994786036,,-0.013342430328550085,0.01683237673076882,0.021341528345340102,0.029025020615639854,0.010333515126988128,0.6282627120099141,1.0,0.02063311637211517,0.03324768610136732,0.0073219863083070985,-0.01741103562279404,0.03468076501340814,0.032069467107189074,0.05278666310844109,0.08198313535548254
wh_height_in,-0.04869186195366452,-0.038575804971674885,-0.0723766705543567,-0.00921651909097062,0.06119482151766259,-0.06898735314797017,-0.039378702093388084,-0.02179912527807321,-0.004096715577042654,0.05229672054880865,0.004375713273595485,-0.0020924520523152306,-0.0010030731471571419,0.023941921069030585,-0.007101277806589685,0.011627112056149311,-6.0275977953901936e-05,-0.003688645839796041,-0.043559997790934474,0.03704612400887875,-0.03937158300530685,0.04780612201696037,-0.04071361086919069,0.049643656510385444,-0.04233977198480565,0.06579874343524117,-0.03550420325281193,-0.010200491275895826,-0.03822346549374468,0.030575124547711365,-0.039122931329462526,-0.04263915768936446,-0.030694744340822065,-0.019437159464994393,-0.061370319345329306,0.03000475779150632,,0.038775834991917994,0.01977112477682409,0.01256821058047089,0.009359182743254982,-0.014534095301141537,0.016355529250064477,0.02063311637211517,1.0,0.28024480573315386,0.06182292169640833,0.042673997934345786,0.20769610308234052,0.04095120499837679,0.21373659410433132,0.19844755758380903
wh_weight_current_lb,-0.023724075785360375,0.05231010756675256,-0.023158133851567526,0.06738935678458335,0.10526753017664872,-0.03747284339098887,0.011077777323447795,0.05804022472292129,0.07152591091955979,0.014142366771742782,0.002731396992661704,-0.01061046395971022,-0.004433647773972879,-0.005229343982350639,-0.00789678519770091,0.019254099426225,-0.003919261534399902,5.5579092935179264e-05,-0.017477069673497655,-0.0015374873582171384,-0.001824555653534962,-0.014583794436601032,-0.010093601682732005,0.02134349932709318,-0.005019673652891153,-0.00986965930744654,-0.013603803802382623,0.008971732312247542,-0.008696247764427633,0.011008758892982766,-0.007633470381425501,-0.0130795961910532,-0.026245579130286703,-0.004323515059595675,-0.02355342547513128,-0.004211209906067191,,0.0791622834175745,-0.011724956176266618,-0.013328136712075321,0.0165762897988416,-0.016768178446441667,0.043010521669203314,0.03324768610136732,0.28024480573315386,1.0,0.04006226195780249,0.0636534415042479,0.5920583594266725,0.022184158520019207,0.3794154273466944,0.2411486169458107
wh_weight_self_perception,-0.08010554324213827,-0.4463771588188989,0.0712486752705032,-0.5282801097831031,-0.5990132483376502,0.09980257565207158,-0.07421834386549836,-0.4636907974246866,-0.5131894377324825,0.014622042601845978,0.042825668338145766,0.10043842083763731,0.06882378738763444,0.028104571577331913,0.007914341293175638,-0.02551314341356075,0.010293038460136848,-0.013363827262060486,0.045622704975736374,-0.002239387928522211,0.051914055381208656,-0.008310515355279173,0.04377235924831914,-0.02108881715468331,0.04833180479531744,-0.004665787739070142,0.04411166918308208,-0.003786343027718786,0.047419217165726946,-0.0018902004172093726,0.04846882641100517,-0.07242883477122221,-0.05086942697378782,-0.0782382899922338,-0.07810167909186563,0.10447971448722494,,0.020618033049860828,0.4743794965065019,0.3811869044186647,0.19792029148009632,-0.007131888325942782,0.0018249282826291607,0.0073219863083070985,0.06182292169640833,0.04006226195780249,1.0,0.4179684964183625,0.0519373422292123,0.38273700504720576,0.07399495089395794,0.11334288006450921
wh_trying_change_weight,-0.0338736783465927,-0.12414899219869724,-0.03575463214103867,-0.12519012070179106,-0.08086919111345806,-0.04735018341490473,-0.03255128742156518,-0.11518202236028667,-0.0914306496748946,0.01717822281908963,0.016530361351478614,0.017237798231105796,0.027215381889360717,0.00414808757330702,0.01880063877137622,0.027119763616576083,0.005467854550751783,-0.009516328321819796,-0.03759878164162217,0.010352470666499615,-0.0315891073728879,-0.00934240411234718,-0.0349504287688256,-0.022015547720931224,-0.02842092861598018,-0.00887556255902463,-0.030744646464170276,-0.011023014687953116,-0.025483666598371413,-0.008824357622009624,-0.03236143486385001,-0.04066070071538265,-0.03127920197482542,-0.02982336059489532,-0.03225314250954837,0.08020614394229279,,0.0006185748055090057,0.17230805475859393,0.12949257342608986,0.08113727855809516,0.013303629012610564,0.005970164816699058,-0.01741103562279404,0.042673997934345786,0.0636534415042479,0.4179684964183625,1.0,0.10555809424702496,0.18150865770216715,0.09264718715362563,0.13648398437638
wh_weight_year_ago_lb,-0.02929603516402156,0.03101058026976306,-0.039246372712843494,0.05367397586310065,0.07317094461690266,-0.03618081925331319,-0.010420852634079101,0.03646230160238346,0.053188543728152245,0.03551068191718469,0.04110076482729999,-0.0017211037790742592,-0.0013350403404137744,0.010029486979719154,-0.009727089740504133,0.025649118967917845,0.009941642812039554,-0.009652718854796481,-0.031572060994764485,0.01135710253598694,-0.01776099600200284,-0.008437741787284148,-0.02452984211937564,-0.0012082967771532274,-0.018102046144954736,-0.012345403161724243,-0.027773456684772872,0.002239074572829767,-0.019466329350109116,0.01659850104489149,-0.020016541506153285,-0.020583547496429704,-0.012421404107953471,-0.013159795349413403,-0.04054411010448582,0.006433097923616958,,0.05425871298642089,-0.004777021940387044,-0.020197381695467902,0.033420627840223,-0.030299331855305523,0.038119036484004984,0.03468076501340814,0.20769610308234052,0.5920583594266725,0.0519373422292123,0.10555809424702496,1.0,0.05109668034903595,0.5134458589937487,0.35429692989784384
wh_trying_lose_weight_year,-0.07030624951841109,-0.2872681323651361,0.05914669888724353,-0.34259911449193675,-0.5098411163798555,0.042757024820174044,-0.019919335360563815,-0.3040106019325467,-0.2882642129955656,0.045109603825785966,-0.006326415486579712,0.012463163927772634,0.021168815394134666,0.027842033957723156,0.013455455689045746,0.036352664765964264,0.011064444985150702,-0.015279049825653371,0.02257461230509992,0.011614047995791604,0.03594950142251697,-0.009232338129326535,0.02586922947526565,0.0021035907743768437,0.03750942503149221,0.004375788808559423,0.024930707603201072,0.008862961709006325,0.03916188979961649,-0.0006239562329764899,0.032043422468451446,-0.06296646511799397,-0.042451237030097684,-0.07520125481921704,-0.05811953484143191,0.10173133443675612,,-0.004506436965653747,0.3104771647900426,0.2729509243454221,0.3147866107034606,-0.0029017924600151382,0.007809677816353327,0.032069467107189074,0.04095120499837679,0.022184158520019207,0.38273700504720576,0.18150865770216715,0.05109668034903595,1.0,0.08282771518277754,0.13027072018933689
wh_weight_10yr_ago_lb,-0.06484601635303919,0.01671470598467496,-0.0567275878889338,0.05026448233150574,,-0.05930917469970479,-0.01914004102683881,0.03274948545913227,0.04324484091655252,0.01310854810839825,0.040213313313045965,0.0012308148193076404,0.018292950635890256,0.016915585440509598,0.012215382703807919,0.038603082853682906,0.008564865837312289,-0.008397290798397124,-0.05009291030783248,0.02232465102474225,-0.04146550383146813,0.021516787584416292,-0.0450021157332283,0.02671073034101538,-0.03751549893948333,0.02192696553259766,-0.045515945120164665,0.002102584571232618,-0.03549573361958797,0.001256330598067334,-0.040027422735754506,-0.058974364703134254,-0.04428928867860413,-0.03958071023109393,-0.05285038613743207,0.06298850980199056,,0.15112630051912695,0.0450199611978575,0.00923031104051944,0.059589544803286244,0.03817483292607455,0.07165445169366932,0.05278666310844109,0.21373659410433132,0.3794154273466944,0.07399495089395794,0.09264718715362563,0.5134458589937487,0.08282771518277754,1.0,0.49994596039936307
wh_weight_age_25_lb,-0.08743206267140889,-0.003480920899252351,-0.05885345693103164,0.02584544334366809,,-0.06420776937034177,-0.025861495031838592,0.016610596812570034,0.038977834297962054,0.07531244534579892,0.04011143023913446,0.014816872280287025,0.017223180336943596,0.0115183762741297,0.003453095717986633,0.014615857284052226,0.007840438156173293,-0.01478446858166869,-0.03579457976529486,0.041313815459918635,-0.019645023190513883,0.015795414795320584,-0.018999617220842927,0.01829284231970179,-0.012925231255980848,0.03093364871952726,-0.021428794495896623,-0.020513569821258286,-0.019647583264670185,0.017453441715540592,-0.016042992588205532,-0.08084729508609695,-0.05880247522145322,-0.08479979899932831,-0.09004441485228906,0.07170996729292707,,0.08663100255575922,0.0683759943415118,0.0030500487748701902,0.08197793345236284,0.03013970046353836,0.09848516370869763,0.08198313535548254,0.19844755758380903,0.2411486169458107,0.11334288006450921,0.13648398437638,0.35429692989784384,0.13027072018933689,0.49994596039936307,1.0
